rating,num_reviews,name,tags,directions,ingredients
,,Wicky Wacky Woo,"151,Amaretto,Bacardi 151,cranberry juice,Gin,orange juice,pineapple juice,Places,Rum,Summer Coolers,Tequila,THIS WEEK'S DRINK,Vodka",Combine all ingredients with ice and pour into a hurricane or parfait glass. Garnish with an orange slice and a cherry.,"[(u'\xbd', u'vodka', 'oz'), (u'\xbd', u'gin', 'oz'), (u'\xbd', u'rum', 'oz'), (u'\xbd', u'Bacardi 151-proof rum', 'oz'), (u'\xbd', u'tequila', 'oz'), (u'\xbd', u'triple sec', 'oz'), (u'1', u'amaretto', 'oz'), (u'1', u'orange juice', 'oz'), (u'1', u'pineapple juice', 'oz'), (u'1', u'cranberry juice', 'oz')]"
,,Wicked Sky,"Halloween,Melon Liqueur,Midori,pineapple juice,scotch,Scotch Whisky,Single Malt Scotch","In a shaker with ice, add the scotch and melon liqueur. Shake well and pour ice and all into a highball glass. Fill with pineapple juice. Enjoy!","[(u'1', u'single-malt scotch', 'oz'), (u'1 \xbd', u'Midori (or other melon liqueur)', 'oz'), (None, u'pineapple juice', None)]"
,,Wicked Red Punch,"ginger,Halloween Drinks,Halloween punch,halloween recipes,Hob Nob,Hob Nob Wicked Red,lime,orange juice,orange zest,simple syrup,spiced rum,wine","Combine all ingredients in a large bowl and let sit, refrigerated for at least an hour before. If available,  add one large block of ice to the bowl. Stir well before serving and garnish glass with a sugar rim and orange slice.      ","[(None, u'1 750-ml bottle of HobNob Wicked Red\n', None), (u'1\xbd', u'spiced rum', 'cups'), (u'2', u'freshly squeezed orange juice', 'cups'), (u'2', u'of orange zest', 'tablespoons'), (u'1', u'ground ginger', 'tablespoons'), (u'1', u'cinnamon', 'tablespoons'), (u'2', u'simple syrup', 'tablespoons'), (None, u'1 lime, zested', None)]"
,,Who Needs Him,"Domaine de Canton,ginger,lime,sour mix,Tequila,Tequila Avión,tequila reposado,Valentine's Day Cocktails","In a shaker, muddle one piece of fresh ginger. Add ice and all ingredients. Shake and strain over fresh ice. Top with club soda and garnish with a lime twist.","[(u'1 \xbd', u'Tequila Avi\xf3n reposado', 'oz'), (u'1', u'Domaine de Canton', 'oz'), (u'2', u'fresh sour mix', 'oz')]"
,,White Tie and Tiara,"grapefruit juice,grey goose vodka,jasmine syrup,lemon lime soda,lime,lychee,lychee juice,royal wedding,Vodka",,
,,Who Needs Her,"Angostura bitters,Cointreau,lemon juice,Maker's Mark,maraschino liqueur,Valentine's Day Cocktails",Combine all ingredients into shaker filled with ice. Shake and strain into a cocktail glass.,"[(u'2', u'Maker\u2019s 46 bourbon', 'parts'), (u'\xbd', u'Cointreau liqueur', 'part'), (u'\xbd', u'maraschino liqueur', 'part'), (u'\xbd', u'fresh lemon juice', 'part'), (None, u'Dash of angostura bitters', None)]"
,,White Russian,"coffee liqueur,cream,creamy drinks,half and half,Kahlua,Mad Men Drinks,Vodka","Combine first two ingredients over ice in a rocks glass, float cream on top.","[(u'2', u'vodka', 'oz'), (u'1', u'Kahl\xfaa', 'oz'), (u'\xbd', u'cream or half & half', 'oz')]"
,,White Cosmopolitan,"absolut citron,Charlotte,cosmo,cosmopolitan,lime juice,recipe,Sex and the City,Sex and the City cocktails,Vodka","Combine all ingredients, except garnish, in a cocktail shaker. Pour into a cocktail glass. Garnish with lime twist or a skewer of fresh cranberries if desired.","[(u'2', u'Absolut Citron vodka', 'oz'), (u'5', u'Ocean Spray white cranberry juice cocktail', 'oz'), (u'\xbd', u'sweetened lime juice', 'oz'), (None, u'Lime twist, garnish', None)]"
,,Whiskey Sour,"cherry,Father's Day Drinks,Lemon twist,Mad Men Drinks,maraschino cherry,sweet & sour,Whiskey,whisky","Fill a rocks glass with ice, and build in the glass. Add a stir straw and a lemon twist.","[(u'1', u'whiskey', 'oz'), (u'2', u'sweet & sour', 'oz'), (None, u'Maraschino cherry', None)]"
,,"What’s Up, Doc? Cocktail","brunch cocktails,carrot,Gin,Ginger Liqueur,recipe,THIS WEEK'S DRINK,vegetable cocktails","Combine ingredients in a cocktail shaker filled with ice and shake vigorously. Strain into cocktail glass over ice. Optional: Sprinkle some cinnamon on top.,We juiced some carrots ourselves and used Beefeater 24 gin and Domaine de Canton ginger liqueur. We chose this gin is a little less dry than some other brands. You can substitute store-bought carrot juice and your favorite brands and adjust to taste if needed.","[(u'1 \xbd', u'gin', 'oz'), (u'1 \xbd', u'fresh carrot juice', 'oz'), (u'\xbd', u'ginger liqueur', 'oz')]"
,,Watermelon Mojito,"4th of July,BBQ,fruit,fruit juice,holiday entertaining,Holidays & Themes,Independence Day,lime juice,mojito,Summer Cocktails,THIS WEEK'S DRINK,watermelon","Cut the watermelon into cubes and measure out 1 1/2 cups. Combine the watermelon, lime juice, mint leaves, and simple syrup in a cocktail shaker. Thoroughly muddle the mixture until the watermelon is mostly liquid. Add the rum and some ice cubes. Shake. Next, fill a glass most of the way up with crushed ice. Strain the watermelon mixture into the glass. Top with club soda.","[(u'1 1/2', u'watermelon cubes', 'cups'), (None, u'5 mint leaves\n', None), (u'1/2', u'lime juice', 'oz'), (u'1/2-3/4', u'simple syrup', 'oz'), (u'1.5-2', u'rum', 'oz'), (None, u'Club soda\n', None)]"
,,Whiskey Sencha,"green tea syrup,lemon juice,mint,THIS WEEK'S DRINK,Yamazaki 12yr Whiskey","Combine all ingredients into a pint glass, add 4 ice cubes and shake moderately. Strain over new ice and add mint sprig garnish","[(u'2', u'Yamazaki 12yr Whiskey', 'oz'), (None, u'1.5oz Homemade Sencha greentea mint syrup. (Enrich Loose leaf Sencha was used)\n', None), (None, u'3/4oz Fresh Lemon Juice\n', None), (None, u'Glass: Rocks\n', None), (None, u'Garnish: Mint Sprig', None)]"
,,Watermelon #3,"cranberry juice,grenadine,Melon Liqueur,Midori,Vodka","Combine ingredients in a shaker filled with ice, shake and strain into a highball glass filled with ice.","[(u'1', u'vodka', 'oz'), (u'1', u'Midori melon liqueur', 'oz'), (u'2', u'cranberry juice', 'oz'), (u'\xbc', u'grenadine', 'teaspoon')]"
,,Watermelon Agua Fresca Margarita,"agave,agave nectar,basil,Cajun pepper,lime,lime juice,margarita,margaritas,National Margarita Day,Tequila,watermelon","In a mixing glass, muddle watermelon and basil. Add other ingredients, ice and shake 10 to 12 times. Pour into a margarita glass filled with ice.","[(u'1 \xbd', u'Cazadores Blanco', 'oz'), (u'\xbe', u'agave nectar', 'oz'), (None, u'3 medium size pieces of fresh watermelon, muddled\n', None), (None, u'1 fresh sprig of basil, muddled\n', None), (u'\xbe', u'fresh lime juice', 'oz'), (None, u'1 pinch of Cajun pepper', None)]"
,,Watermelon and Apple Margarita,"agave nectar,apple juice,margaritas,National Margarita Day,Tequila,Tequila Herradura,watermelon",Place all liquid ingredients in a Boston glass or a shaker. Shake hard and strain in to an old-fashioned glass. Garnish with an apple fan and enjoy!,"[(u'2', u'Herradura Silver tequila', 'oz'), (u'\xbd', u'lime juice', 'oz'), (u'\xbd', u'agave nectar', 'oz'), (u'1', u'watermelon juice', 'oz'), (u'1', u'pressed apple juice', 'oz'), (None, u'1 apple fan', None)]"
,,Watermelon #1,"cranberry juice,highball,Midori,orange juice,sweet drinks,Vodka",Combine ingredients in a highball glass filled with ice and stir.,"[(u'1 \xbd', u'vodka', 'oz'), (u'1', u'Midori melon liqueur', 'oz'), (u'2', u'orange juice', 'oz'), (u'2', u'cranberry juice', 'oz')]"
,,Washington Apple,"apple pucker,cranberry juice,July 4th Drinks,Shots,Whiskey",Combine ingredients in a shaker with ice. Shake well and pour into a shot glass. Multiply measurements to make multiple shooters.,"[(u'\xbd', u'whiskey', 'oz'), (u'\xbd', u'Apple Pucker schnapps', 'oz'), (u'\xbd', u'cranberry juice', 'oz')]"
,,Warsaw Cocktail,"Apple Brandy,Gin,sweet vermouth,yellow chartreuse","Combine ingredients in a shaker filled with ice, shake and strain into a chilled martini or cocktail glass.","[(u'1 \xbd', u'gin', 'oz'), (u'1', u'apple brandy', 'oz'), (u'1', u'sweet vermouth', 'oz'), (u'1', u'yellow chartreuse', 'teaspoon')]"
,,Warm Wishes,"Bourbon,fruit juice,Holiday Drinks,Hot Drinks,lemon juice,Liqueurs,Maker's Mark,margarita mix,Triple Sec",,
,,Warm Winter Margarita,"apple juice,Christmas cocktails,fall cocktails,fruit,Holidays,Hot Drinks,margaritas,National Margarita Day,Sauza,sugar,Tequila,Thanksgiving cocktails","Combine apple juice and cinnamon in a heavy pot. Bring to a boil, reduce heat, and simmer for 10 minutes. Remove cinnamon stick carefully. Add sugar, dried fruit, and tequila. Mix well. Serve warm. Serves 4.","[(u'6', u'Sauza silver tequila', 'oz'), (u'3 \xbd', u'apple juice', 'cups'), (None, u'1 cinnamon stick\n', None), (u'2', u'dried fruit of your choice', 'cups'), (None, u'2 tbs granulated sugar ', None)]"
,,Waldorf Cocktail,"angostura,Angostura bitters,Bourbon,Pernod,sweet vermouth,Whiskey,whisky","Combine ingredients in a shaker filled with ice, shake and strain into a chilled martini or cocktail glass.","[(u'1 \xbd', u'bourbon', 'oz'), (u'\xbd', u'Pernod', 'oz'), (u'\xbd', u'sweet vermouth', 'oz'), (None, u'Dash angostura bitters', None)]"
,,Voodoo Daiquiri,"Bourbon,crushed ice,daiquiri,Everclear,grape juice,Mardi Gras Cocktails,New Orleans cocktails,Summer Coolers,Vodka","Combine bourbon, vodka, grape juice and ice into a blender and blend at a medium speed until smooth (15 to 25 seconds). Pour into a chilled highball or collins glass. Should be served in a plastic cup while in the French Quarter.","[(u'2', u'bourbon', 'oz'), (u'1', u'Everclear or vodka', 'oz'), (u'4', u'grape juice', 'oz'), (u'1', u'crushed ice', 'cup')]"
,,Volga Boatman,"cherry,Kirsschwasser,maraschino cherry,orange juice,Vodka","Combine vodka, kirschwasser and orange juice in a shaker filled with ice, shake and strain into a chilled martini or cocktail glass. Garnish with maraschino cherry.","[(u'2', u'vodka', 'oz'), (u'1', u'kirschwasser', 'oz'), (u'1', u'orange juice', 'oz'), (None, u'Maraschino cherry', None)]"
,,Vodka Stinger,"digestif,Father's Day Drinks,Vodka,white creme de menthe","Combine in a highball glass filled with ice, stir.","[(u'1 \xbd', u'vodka', 'oz'), (u'\xbe', u'white cr\xe8me de menthe', 'oz')]"
,,Vodka Mimosa (Champagne Screw),"brunch cocktails,Champagne,champagne cocktails,orange juice,sparkling,sparkling wine,Vodka",Pour in a chilled champagne glass.,"[(None, u'1/3 vodka\n', None), (None, u'1/3 orange juice\n', None), (None, u'1/3 champagne', None)]"
,,Via Veneto,"Brandy,fruit juice,ice,lemon juice,Sambuca,sugar syrup",,
,,Vodka Ice Cream Soda,"Amaretto,IS Vodka,recipe,sparkling,Vodka",Pour all ingredients into a cocktail shaker filled with ice. Shake well. Serve on the rocks.,"[(u'2', u'IS vodka', 'oz'), (u'1', u'amaretto bitters', 'oz'), (u'3', u'ginger ale', 'oz')]"
,,Vodka Gimlet,"classic cocktails,Father's Day Drinks,gin gimlet,lime juice,martini,Vodka",Combine in a shaker with ice. Shake vigorously and strain into a chilled cocktail glass. Serve with a lime squeeze.,"[(u'2', u'vodka', 'oz'), (u'\xbd', u'lime juice', 'oz')]"
,,Vieux Carre,"Angostura bitters,Benedictine,Cognac,French Quarter,Mardi Gras Cocktails,New Orleans,Rye Whiskey,sweet vermouth,THIS WEEK'S DRINK,Whiskey","Fill a glass halfway with ice, then pour in ingredients. Stir well. Garnish with a lemon twist.,More New Orleans Cocktails for Mardi Gras.","[(u'1', u'rye whiskey', 'oz'), (u'1', u'cognac', 'oz'), (u'1', u'sweet vermouth', 'oz'), (u'1', u'Benedictine DOM', 'tsp'), (u'2', u'Angostura bitters', 'dashes'), (u'2', u'Peychaud\u2019s bitters', 'dashes')]"
,,Via Veneto,"Brandy,lemon juice,Sambuca,sugar syrup","Combine ingredients in a shaker filled with ice, shake and strain into a chilled cocktail glass.","[(u'1 \xbd', u'brandy', 'oz'), (u'\xbd', u'sambuca', 'oz'), (u'\xbd', u'lemon juice', 'oz'), (u'1 \xbd', u'sugar syrup', 'teaspoon')]"
,,Vesper,"Casino Royale,Gin,James Bond,Lillet Blanc,martinis,Rain Vodka,Tru2 Organic Gin,Vesper,Vodka",Pour ingredients into a cocktail shaker filled with ice. You can shake or you can stir. A shaken drink will be a little colder. A stirred drink will be a little stronger. The drink is served up (with no ice).,"[(u'3', u'gin', 'oz'), (u'1', u'vodka', 'oz'), (u'1/2', u'Lillet Blanc', 'oz')]"
,,Vessel 75,"Bourbon Whiskey,molecular mixology,Molecular Mixology Recipe,Peychaud's bitters,THIS WEEK'S DRINK,Whiskey",,
,,Very Old Fashioned,"bitters,Bols,Gin,sugar,Valentine's Day Cocktails","Stir a shot of Bols with a dash of bitters and a small amount of muscovado sugar, using large, cold, hard ice cubes. While still stirring, keep adding ice and tasting, until you reach the desired point of ice dilution, sugar solutions and flavor. Garnish with orange peel.","[(u'2', u'Bols Genever', 'oz'), (None, u'1 \xbd bar spoons muscovado sugar\n', None), (u'2-3', u'Jerry Thomas\u2019 Own Decanter Bitters', 'dashes'), (u'\xbd', u'rich sugar syrup (2:1)', 'oz')]"
,,Vegas Phone Call,"Champagne,cocktail,Domaine de Canton,Ginger Liqueur,grapefruit juice,mixoloseum,recipe,sparkling wine,Tequila,THIS WEEK'S DRINK,Vegas,X-Rated Fusion Liqueur",Shake and strain into a highball with fresh ice. Top with Champagne.,"[(u'1', u'Tequila Blanco', 'oz'), (u'1', u'X-rated fusion', 'oz'), (u'\xbc', u'Domaine de Canton Ginger liqueur', 'oz'), (u'2', u'grapefruit juice', 'oz'), (None, u'Champagne', None)]"
,,Very Merry Cocoa,"christmas,cocoa,coffee liqueur,Creme de Menthe,Holiday Drinks,Holidays,Hot Drinks,Liqueurs,THIS WEEK'S DRINK,Vodka","Mix the liquors together in a glass or shaker first. Make cocoa as you normally would (leaving out some of the water/milk), then dump the liquor mix in on top, and stir. It’s cocoa with a pretty strong kick, but the mini-marshmallows can make you feel like a kid again. Just don’t let the kids confuse the drinks!","[(None, u'Cocoa\n', None), (u'1', u'vodka', 'oz'), (u'1', u'Kahl\xfaa coffee liqueur', 'oz'), (u'1', u'cr\xe8me de menthe (white or green, your choice\u2014I like green)', 'oz'), (u'1', u'Baileys or a hazelnut creme', 'oz'), (None, u'Mini-marshmallows (optional)', None)]"
,,Vanderbilt Cocktail,"angostura,bar sugar,Brandy,Cherry Brandy,July 4th Drinks","Combine ingredients in a shaker filled with ice, shake and strain into a chilled martini or cocktail glass.","[(u'1 \xbd', u'brandy', 'oz'), (u'\xbe', u'cherry brandy', 'oz'), (None, u'Dashes angostura bitters\n', None), (u'\xbc', u'bar sugar', 'teaspoon')]"
,,Vanity Fair,"Amaretto,Brandy,Kirschwasser,maraschino liqueur","Combine brandy, kirschwasser and maraschino liqueur in a shaker filled with ice, shake and strain into a chilled martini or cocktail glass. Float amaretto on top.","[(u'2', u'brandy', 'oz'), (u'1', u'kirschwasser', 'oz'), (None, u'\xbd maraschino liqueur\n', None), (u'1', u'amaretto', 'teaspoon')]"
,,Vanilla Peppermint Martini,"candy cane,christmas,Holiday Drinks,lime,mint,Peppermint Schnapps,vanilla vodka,Vodka","Crush your choice of candy canes to rim the martini glasses. If you don’t want to rim with crushed candy canes, then just dangle a miniature candy cane on the rim of each glass.","[(u'2 \xbd', u'vanilla vodka', 'oz'), (u'1', u'peppermint schnapps', 'oz'), (None, u'Lime\n', None), (None, u'Fresh mint\n', None), (None, u'Candy canes\n', None), (None, u'Ice', None)]"
,,Vanilla Coke,"coke,Cola,collins,flavored vodka,soda,sparkling,Stoli,vanilla vodka,Vodka",Pour the vodka into a collins glass filled with ice and fill with coke.,"[(u'1 \xbd', u'Stoli vanilla vodka', 'oz'), (None, u'Coke', None)]"
,,Vancouver Cocktail,"Canadian whisky,Dubonnet,Events,lemon juice,Maple Syrup,Olympics,orange,orange bitters,parties,Sports,THIS WEEK'S DRINK","Combine everything in the tin side of a Boston Shaker. Don’t add ice yet. Use a stick blender or a cappuccino frother get the eggs whites started. Blend lightly for about 20 seconds. Add a scoop of ice and shake well (20–30 seconds) and strain into a chilled cocktail glass.,If you are brave, flame an orange peel into the drink to release the oils and float it.","[(u'1 \xbd', u'Canadian whisky', 'oz'), (u'\xbe', u'Dubonnet', 'oz'), (u'\xbd', u'lemon juice', 'oz'), (u'\xbd', u'maple syrup', 'tsp'), (None, u'\xbd egg white (powdered egg whites can be used if you are concerned about salmonella)\n', None), (u'3\u20134', u'orange bitters', 'dashes')]"
,,Van Gogh’s Garden,"absinthe,club soda,cucumber,kiwi,Lucid,Lucid Absinthe,simple syrup",Muddle two cucumber wheels & two peeled kiwi wheels with the simple syrup in a double rocks glass. Fill with ice and add the Lucid absinthe. Top with club soda and add an un-peeled kiwi wheel on the rim.,"[(u'1 \xbd', u'Lucid absinthe', 'oz'), (u'\xbd', u'simple syrup', 'oz'), (None, u'Club soda\n', None), (None, u'Kiwi fruit\n', None), (None, u'Cucumber\n', None), (None, u'Garnish: muddled cucumber, kiwi fruit on the bottom, kiwi wheel on rim', None)]"
,,Vampire’s Kiss,"Absolut vodka,Bombay Sapphire,Halloween,Halloween Drinks,halloween recipes,José Cuervo,Places,salt,tomato juice",,"[(u'2', u'Absolut Vodka', 'oz'), (u'0.5', u'Bombay Sapphire Gin', 'oz'), (None, u'1 tblsp Jose Cuervo Tequila\n', None), (u'.5', u'Tomato Juice floated on top', 'oz'), (None, u'1 Pinch of Salt for the glass rim', None)]"
,,Vampire’s Punch,"7up,cherry,cranberry juice,grenadine,Halloween,Halloween punch,lemon lime soda,lime juice,punch,Skyy Infusions Cherry","Wash and remove pits and stems from fresh cherries, and muddle in cocktail shaker. Combine the rest of the ingredients except 7 Up in bowl and stir. Top with 7 Up and muddled cherries. Serves 12.","[(u'18', u'Skyy Infusions Cherry', 'oz'), (u'8', u'lime juice', 'oz'), (u'6', u'cranberry juice', 'oz'), (u'2 \xbd', u'grenadine', 'oz'), (None, u'7 Up\n', None), (None, u'Fresh cherries, pits removed', None)]"
